i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.21,105.82332523758518,0.99,2,5462.1,17490,2317.110937636
2,2023-10-26,18.45,19.14,258.85054568811006,0.99,2,5462.1,12120,1707.692404945
3,2023-10-26,19.50,20.24,158.1880309324934,0.99,2,5543.1,14944,2022.101163526
4,2023-10-26,20.59,21.35,119.3875579495176,0.99,2,5550.9,15580,2138.46802865
5,2023-10-26,22.4,22.42,100.63692934827496,0.99,2,5539.1,17379,2270.073903952
6,2023-10-26,23.10,23.50,101.65346398815643,0.99,2,5539.1,16314,2419.354023068
7,2023-10-27,0.16,0.53,70.79281598187848,0.99,2,5501.2,17061,2267.998671801
8,2023-10-27,1.22,1.52,197.3328276101023,0.99,2,5462.1,14196,1785.534349378
9,2023-10-27,2.25,2.53,243.70265042697193,0.99,2,5539.1,13755,1670.454659375
10,2023-10-27,3.34,4.4,182.08781971368143,0.99,2,5550.9,14932,1814.647667415
11,2023-10-27,22.26,23.6,79.0682355469001,0.99,2,5462.1,17446,2423.87671243
12,2023-10-28,23.31,0.8,83.98290245121572,0.99,2,5539.1,16904,2222.158322773
13,2023-10-28,0.37,1.12,140.21547750512516,0.99,2,5462.1,14835,2065.776381206
14,2023-10-28,1.45,2.18,137.42518950277332,0.99,2,5539.1,14943,1961.409292468
15,2023-10-28,2.52,3.30,101.65346398815657,0.99,2,5462.1,16023,2290.303172703
16,2023-10-28,3.55,4.30,105.82332523758527,0.99,2,5491.0,15232,2051.068878476
