i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.31,19.75417522840113,0.99,8,1256.2999999999997,15223,2940.380226843
2,2023-10-26,18.45,19.33,28.3655949031613,0.99,8,1254.7999999999997,15035,2893.820499438
3,2023-10-26,19.50,20.32,32.65120186622926,0.99,9,1305.6,12148,2508.099951898
4,2023-10-26,20.59,21.42,32.98101198609012,0.99,9,1305.1999999999998,12371,2569.844240927
5,2023-10-26,22.4,22.48,34.333904828617946,0.99,9,1301.4999999999998,12410,2637.980446427
6,2023-10-26,23.10,23.59,22.738728564846923,0.99,8,1256.3,15248,2979.69413585
7,2023-10-27,0.16,1.16,5.914012709931077,0.99,8,1256.2999999999997,20000,3591.173478835
8,2023-10-27,1.22,2.0,94.74767127807186,0.99,9,1309.8999999999999,10184,2259.732830042
9,2023-10-27,2.25,3.5,32.001442949091306,0.99,8,1254.8,12544,2390.66155118
10,2023-10-27,3.34,4.25,14.036392960642798,0.99,8,1256.2999999999997,17273,3078.746455669
11,2023-10-27,22.26,23.6,42.401782346999816,0.99,9,1301.5,11180,2403.741273872
12,2023-10-28,23.31,0.23,13.757068740726018,0.99,8,1254.7999999999997,16236,3110.333868869
13,2023-10-28,0.37,1.25,44.14111854056086,0.99,9,1309.8999999999999,13935,2869.334658702
14,2023-10-28,1.45,2.22,79.86690459282848,0.99,9,1308.3999999999999,10532,2220.925937496
15,2023-10-28,2.52,3.32,32.981011986090174,0.99,9,1306.5,12097,2417.167676714
16,2023-10-28,3.56,4.36,75.19310526825154,0.99,9,1309.8999999999999,11437,2435.015885724
