i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.3,65.32369535089053,0.99,2,1097.8,10622,1244.37694075
2,2023-10-26,18.45,19.13,27.523108368942538,0.99,2,1077.0,12861,1697.885309848
3,2023-10-26,19.50,20.21,41.142407009511544,0.99,2,1087.6,13478,1851.516883821
4,2023-10-26,20.59,21.34,22.968412691764584,0.99,2,1116.1,16706,2119.402276824
5,2023-10-26,22.4,22.32,27.801119564588397,0.99,2,1230.2,13582,1677.9047697
6,2023-10-26,23.10,23.43,28.3655949031613,0.99,3,1210.0,15864,2024.975184294
7,2023-10-27,0.16,0.41,77.49477765951687,0.99,2,1093.5999999999997,11252,1534.219876402
8,2023-10-27,1.22,1.52,26.174202201183704,0.99,2,1099.2,16195,1818.529651281
9,2023-10-27,2.25,2.51,50.30206386361735,0.99,2,1114.5,11898,1513.276225671
10,2023-10-27,3.34,4.1,45.95180292343803,0.99,3,1293.0,12401,1622.603771911
11,2023-10-27,22.26,23.2,23.200416860368232,0.99,2,1175.0,16359,2164.581415375
12,2023-10-28,23.31,0.3,18.786024086190544,0.99,2,1077.0,14990,1905.856381751
13,2023-10-28,0.37,0.59,98.6342544542445,0.99,3,1103.1,9337,1300.612781637
14,2023-10-28,1.45,2.16,57.90193532362263,0.99,4,1215.9,13020,1829.754262224
15,2023-10-28,2.52,3.19,35.384870878582745,0.99,2,1175.0,13223,1663.93421
16,2023-10-28,3.56,4.22,54.51352271909119,0.99,3,1180.8,12385,1590.503956681
