i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.2,18.37,29.82743605587041,0.99,2,1420.5,17869,2083.50816262
2,2023-10-26,19.20,19.44,40.73098293941642,0.99,2,1419.7000000000003,15988,1480.881209661
3,2023-10-26,20.14,20.43,91.01423498650745,0.99,2,1406.7000000000003,13349,1725.820098204
4,2023-10-26,21.25,21.49,114.68321180995031,0.99,2,1390.6,12250,1449.026264767
5,2023-10-26,22.29,23.1,31.681428519600345,0.99,2,1402.7000000000003,16646,1925.986688752
6,2023-10-27,23.32,0.0,79.86690459282843,0.99,2,1414.9,13277,1706.189988958
7,2023-10-27,0.41,1.5,79.06823554690018,0.99,2,1406.5,13931,1409.937635193
8,2023-10-27,1.48,2.11,156.60615062316825,0.99,2,1399.4000000000003,11631,1397.450639749
9,2023-10-27,2.51,3.18,126.80836449443555,0.99,2,1417.3000000000002,12099,1613.095574832
10,2023-10-27,4.0,4.30,56.749686810682526,0.99,2,1392.4,15238,1770.088672121
