i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.15,57.32291597038638,0.99,2,5030.8,15016,1939.632131066
2,2023-10-26,18.45,19.21,29.52916169531171,0.99,2,4992.7,17058,2141.612194222
3,2023-10-26,19.50,20.30,24.15210621202585,0.99,3,4950.8,18137,2420.429011701
4,2023-10-26,20.59,21.26,96.67143279060483,0.99,3,5008.6,12041,1610.80248478
5,2023-10-26,22.4,22.47,26.438588082003733,0.99,2,4992.9,19641,2583.129954529
6,2023-10-26,23.10,23.50,44.14111854056086,0.99,4,5076.6,17196,2403.779435474
7,2023-10-27,0.16,0.53,32.98101198609011,0.99,2,4980.0,17895,2239.056911258
8,2023-10-27,1.22,1.52,63.38351627527371,0.99,3,4957.4,14778,1773.883029478
9,2023-10-27,2.25,3.3,24.15210621202588,0.99,2,4926.4,15979,2259.335135967
10,2023-10-27,3.33,4.3,59.07757914868131,0.99,3,4961.8,14750,1769.451419593
11,2023-10-27,22.26,22.57,73.6967624734133,0.99,3,4971.5,13562,1901.338987563
12,2023-10-28,23.31,0.3,99.63056005479227,0.99,4,5014.2,13912,1901.282675757
13,2023-10-28,0.37,1.12,60.277093305459985,0.99,3,5091.5,16474,2080.370585193
14,2023-10-28,1.45,2.27,33.31415352130309,0.99,4,5030.7,19396,2494.521096322
15,2023-10-28,2.52,3.25,60.27709330545996,0.99,2,4980.2,15634,2014.167772221
16,2023-10-28,3.56,4.29,55.0641643627184,0.99,2,4981.1,15254,1987.309174315
