i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.14,72.23019690019235,0.99,2,1461.0,13448,1921.576894758
2,2023-10-26,18.45,19.15,81.48852626551214,0.99,3,1645.0,13801,1812.745446373
3,2023-10-26,19.50,20.29,53.96838749190032,0.99,2,1461.0,16009,2323.994356071
4,2023-10-26,20.59,21.33,34.68071194809892,0.99,2,1461.0,14512,2044.403478481
5,2023-10-26,22.4,22.42,18.04577978095853,0.99,2,1461.0,17643,2280.238609828
6,2023-10-26,23.10,23.53,11.252001964041783,0.99,3,1520.8000000000002,19281,2592.885569925
7,2023-10-27,0.16,0.51,39.521232015132796,0.99,2,1461.0,13915,2121.98331159
8,2023-10-27,1.22,1.52,33.31415352130313,0.99,2,1461.0,14252,1768.759972142
9,2023-10-27,2.25,3.2,45.49228489420364,0.99,2,1461.0,15781,2226.979808301
10,2023-10-27,3.33,4.0,169.71774703105802,0.99,2,1461.0,11245,1604.672622276
11,2023-10-27,22.26,23.3,24.15210621202586,0.99,2,1461.0,16278,2223.061071892
12,2023-10-28,23.31,0.8,33.31415352130317,0.99,2,1397.0,15740,2198.382858488
13,2023-10-28,0.37,1.25,31.050968092060263,0.99,2,1375.9,20000,2845.23392479
14,2023-10-28,1.45,2.21,43.6997073551553,0.99,2,1461.0,15119,2160.504235061
15,2023-10-28,2.52,3.25,55.06416436271845,0.99,2,1461.0,13705,1974.34650633
16,2023-10-28,3.56,4.41,13.757068740725986,0.99,2,1394.8000000000002,18605,2724.191679973
