i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.28,25.653335577380158,0.99,9,1215.2,13786,2730.081721205
2,2023-10-26,18.45,19.15,97.64791190970202,0.99,9,1216.4999999999998,9468,1780.556316231
3,2023-10-26,19.50,20.22,88.31102119317313,0.99,8,1201.1,8785,1922.32509585
4,2023-10-26,20.59,21.50,8.929749478250026,0.99,9,1234.3999999999999,17927,3084.534344878
5,2023-10-26,22.4,22.40,80.67364100285704,0.99,8,1191.3,9881,2175.774264172
6,2023-10-26,23.10,23.50,81.48852626551214,0.99,9,1220.3,11190,2448.214908507
7,2023-10-27,0.16,0.53,93.80019456529115,0.99,9,1220.1,10925,2228.745844524
8,2023-10-27,1.22,2.1,49.30105279273136,0.99,8,1203.1000000000001,12308,2329.86959811
9,2023-10-27,2.25,3.3,84.83121459718758,0.99,9,1214.2,10892,2291.276124418
10,2023-10-27,3.34,4.31,8.407181872896343,0.99,9,1209.2,19770,3427.163068798
11,2023-10-27,22.26,23.26,8.40718187289634,0.99,9,1220.5,20000,3646.858798902
12,2023-10-28,23.32,0.9,76.71982988292173,0.99,9,1235.9,11119,2223.490880008
13,2023-10-28,0.37,1.12,85.68809555271471,0.99,8,1203.8,10248,2071.28682453
14,2023-10-28,1.45,2.23,36.83637086789759,0.99,9,1215.8999999999999,11350,2258.774589631
15,2023-10-28,2.52,3.31,42.40178234699985,0.99,9,1220.8,12381,2386.365799329
16,2023-10-28,3.56,4.35,77.49477765951693,0.99,9,1236.9,10572,2096.518894396
