i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.28,18.45,7.086776735298707,0.99,8,1123.0,18216,1022.350885512
2,2023-10-26,19.15,19.47,20.564498522538223,0.99,9,1121.7,15930,1935.418340847
3,2023-10-26,20.22,20.45,115.84162809085906,0.99,9,1128.1,9731,1375.101925235
4,2023-10-26,21.50,22.3,29.827436055870468,0.99,8,1113.6,14004,767.313932931
5,2023-10-26,22.40,23.6,50.8101655188054,0.99,9,1136.5,14044,1551.033460171
6,2023-10-27,23.50,0.11,109.06259332183714,0.99,9,1121.3,10783,1251.695065111
7,2023-10-27,0.53,1.16,104.76509198520924,0.99,9,1106.6,10292,1378.380028239
8,2023-10-27,2.1,2.18,205.42749038703866,0.99,9,1124.3,7942,1058.614741095
9,2023-10-27,3.3,3.29,67.32326360316816,0.99,8,1117.9,11242,1536.960792139
10,2023-10-27,4.31,4.40,9.677378295614334,0.99,9,1120.6999999999998,15482,544.118041901
11,2023-10-27,23.27,23.31,109.06259332183708,0.99,9,1108.5,9405,267.976479293
12,2023-10-28,0.9,0.30,136.05093760774568,0.99,8,1126.6,9025,1287.445859025
13,2023-10-28,1.12,1.41,59.674322372405356,0.99,9,1120.6999999999998,13889,1734.393649759
14,2023-10-28,2.23,2.44,134.69042823166808,0.99,9,1116.5,9294,1278.831891582
15,2023-10-28,3.31,3.51,100.63692934827513,0.99,9,1120.0,10181,1170.961651226
16,2023-10-28,4.35,4.54,107.97196738861875,0.99,8,1108.5,9547,1182.656237536
