i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.16,18.40,69.38403894383923,0.99,2,1155.8,15033,1416.394378594
2,2023-10-26,19.19,19.42,61.50096245838175,0.99,2,1192.7000000000003,14787,1386.413878799
3,2023-10-26,20.24,20.44,229.44120773340546,0.99,2,1181.1999999999998,10406,1213.282865324
4,2023-10-26,21.36,21.54,269.4686871415488,0.99,2,1169.5,9632,1117.338457177
5,2023-10-26,22.39,22.57,201.33948332833657,0.99,2,1176.4,10951,1033.753553586
6,2023-10-27,23.41,0.5,79.86690459282838,0.99,2,1175.6,13283,1449.653143804
7,2023-10-27,0.53,1.15,100.63692934827476,0.99,2,1155.8,13308,1326.779235634
8,2023-10-27,1.52,2.12,274.9399930022944,0.99,2,1178.0,9642,1215.088090616
9,2023-10-27,3.3,3.26,110.1642356786232,0.99,2,1183.1000000000001,12499,1336.64371754
10,2023-10-27,4.12,4.36,44.14111854056092,0.99,3,1220.9,16689,1434.110514861
11,2023-10-27,23.2,23.24,81.48852626551201,0.99,2,1418.0,13736,1308.398341429
12,2023-10-28,0.11,0.31,109.06259332183706,0.99,2,1227.8,12848,1172.864055941
13,2023-10-28,1.15,1.34,98.63425445424443,0.99,2,1208.1,11732,1165.903939428
14,2023-10-28,2.22,2.41,145.96716626495802,0.99,2,1183.6,11806,1142.348277602
15,2023-10-28,3.32,3.51,124.28487804099635,0.99,3,1231.7,11458,1110.824032193
16,2023-10-28,4.23,4.48,115.84162809085906,0.99,2,1181.6,11501,1532.896294009
