i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.15,18.40,176.67962938036524,0.99,2,5859.1,16031,1536.820549379
2,2023-10-26,19.21,19.49,123.04202926058633,0.99,2,5859.1,18791,1673.715436611
3,2023-10-26,20.30,20.55,151.95479134350978,0.99,2,5859.1,17051,1485.497448847
4,2023-10-26,21.26,21.59,153.48968822576717,0.99,2,5859.1,17149,1963.135788801
5,2023-10-26,22.47,23.6,253.69941982891652,0.99,2,5859.0,14554,1155.162285565
6,2023-10-27,23.50,0.12,178.4642721013793,0.99,2,5859.0,16598,1351.427448873
7,2023-10-27,0.53,1.18,143.06241965628516,0.99,2,5859.1,16960,1523.739425966
8,2023-10-27,1.52,2.22,121.81160896798025,0.99,2,5880.799999999999,16927,1844.892573638
9,2023-10-27,3.3,3.32,113.53637969185074,0.99,2,5859.1,18975,1721.274008104
10,2023-10-27,4.3,4.32,238.8529676834753,0.99,2,5859.0,13872,1710.33076165
11,2023-10-27,22.58,23.25,234.09979362657387,0.99,2,5859.1,16138,1647.238323787
12,2023-10-28,0.3,0.32,171.43206770813916,0.99,2,5859.0,15894,1722.472470228
13,2023-10-28,1.12,1.42,115.84162809085898,0.99,2,5859.0,19366,1836.169241734
14,2023-10-28,2.27,2.49,193.4059043406614,0.99,2,5859.0,16175,1345.214547234
15,2023-10-28,3.25,3.51,211.71565711913368,0.99,2,5859.0,15728,1535.777344208
16,2023-10-28,4.29,5.0,141.6317954597223,0.99,2,5859.0,17673,1860.358253616
