i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.16,18.42,24.891405857396393,0.99,2,1404.3,16914,1516.164244126
2,2023-10-26,19.33,19.49,44.14111854056089,0.99,2,1523.0,15798,1000.220964778
3,2023-10-26,20.37,20.56,41.142407009511565,0.99,2,1523.0,15242,1120.815059442
4,2023-10-26,21.42,22.2,25.912460179171898,0.99,2,1364.1999999999998,17593,1171.182248429
5,2023-10-26,22.47,23.2,182.08781971368168,0.99,2,1315.3,9602,899.480803474
6,2023-10-27,23.44,0.11,31.681428519600374,0.99,2,1361.4,15814,1655.491280635
7,2023-10-27,0.54,1.17,44.14111854056084,0.99,2,1404.3,14226,1395.016320426
8,2023-10-27,2.0,2.23,35.74229381675021,0.99,2,1523.0,16475,1333.651092035
9,2023-10-27,3.3,3.30,32.98101198609009,0.99,2,1523.0,16059,1597.670336989
10,2023-10-27,4.10,4.33,35.031022169796884,0.99,2,1523.0,15610,1360.938778622
11,2023-10-27,23.10,23.29,37.208455422118845,0.99,2,1570.0,16159,1175.109521255
12,2023-10-28,0.16,0.35,30.128723288758,0.99,2,1523.0,17583,1099.431502589
13,2023-10-28,1.15,1.40,32.324689847566965,0.99,2,1365.1,15057,1515.77598751
14,2023-10-28,2.26,2.47,80.673641002857,0.99,2,1404.3,13340,1266.498747102
15,2023-10-28,3.31,3.51,87.42791098124134,0.99,2,1303.3,12653,1213.786295434
16,2023-10-28,4.42,5.3,32.65120186622914,0.99,2,1570.0,17221,1243.239671118
