i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.21,39.92043637892206,0.99,3,1596.4,15466,2351.307108787
2,2023-10-26,18.45,19.28,15.995506196162445,0.99,3,1798.3,18394,2590.491251279
3,2023-10-26,19.50,20.38,14.466049084501556,0.99,3,1927.6999999999998,20000,2855.718269807
4,2023-10-26,20.59,21.42,35.031022169796884,0.99,3,1601.8999999999999,16785,2555.121618809
5,2023-10-26,22.4,22.42,20.772220729836594,0.99,2,1541.5,15096,2292.796659225
6,2023-10-26,23.10,23.45,78.27755319143118,0.99,3,1980.3,14256,2097.020963149
7,2023-10-27,0.16,0.55,41.557986878294535,0.99,3,1893.3,16470,2362.91933112
8,2023-10-27,1.22,2.3,33.65066012252836,0.99,3,1917.3,17687,2473.78554935
9,2023-10-27,2.25,3.4,46.884810655482056,0.99,3,1628.7,15906,2322.554437632
10,2023-10-27,3.34,4.21,10.917806253707788,0.99,3,1808.0,20000,2872.909212716
11,2023-10-27,22.26,23.14,22.286227866406428,0.99,3,1956.1,20000,2872.798175965
12,2023-10-28,23.32,0.20,15.835551134200815,0.99,3,1896.1999999999998,20000,2901.994034843
13,2023-10-28,0.37,1.25,9.9736043174468,0.99,3,1580.6,17832,2903.26965758
14,2023-10-28,1.45,2.17,117.01174554632217,0.99,3,1794.0,12319,1913.382509907
15,2023-10-28,2.52,3.31,33.99056578033174,0.99,3,1608.6,15072,2361.048241803
16,2023-10-28,3.56,4.41,29.82743605587039,0.99,3,1788.9,17107,2735.195444464
