i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.10,18.33,47.836762223734375,0.99,6,923.0,10702,1382.290924857
2,2023-10-26,19.14,19.33,119.3875579495177,0.99,5,871.7,7488,1117.294748201
3,2023-10-26,20.39,20.57,8.66452698899653,0.99,6,896.3999999999999,16639,1090.582679221
4,2023-10-26,21.27,21.59,14.46604908450159,0.99,5,867.8999999999999,15769,1894.922167815
5,2023-10-26,22.32,22.55,70.79281598187853,0.99,6,918.5,9075,1384.8293488
6,2023-10-27,23.43,0.5,61.50096245838181,0.99,5,868.0999999999999,9414,1328.577780608
7,2023-10-27,0.43,1.16,12.822487062005155,0.99,6,894.6000000000001,16566,1982.328694093
8,2023-10-27,2.3,2.23,18.22806038480659,0.99,5,865.5,14206,1196.621098112
9,2023-10-27,2.52,3.23,41.55798687829457,0.99,6,915.3000000000001,11159,1882.263568043
10,2023-10-27,4.22,4.36,67.32326360316829,0.99,6,906.8,9505,843.603466758
