i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.15,18.37,98.63425445424447,0.99,8,1123.2,10801,1352.200822487
2,2023-10-26,19.26,19.50,8.07590536244855,0.99,8,1123.2,17879,1421.92884564
3,2023-10-26,20.22,20.56,11.713563086777535,0.99,8,1114.8,19457,2015.738844516
4,2023-10-26,21.36,21.58,109.06259332183716,0.99,9,1142.8,10055,1355.693252584
5,2023-10-26,22.46,23.8,25.912460179171884,0.99,8,1126.6,15862,1298.563043001
6,2023-10-27,0.1,0.14,153.48968822576757,0.99,8,1120.1,8064,750.69426376
7,2023-10-27,0.44,1.15,52.8944165808115,0.99,8,1111.9,13406,1892.457094191
8,2023-10-27,1.50,2.12,151.95479134350987,0.99,8,1123.6,8916,1324.302152845
9,2023-10-27,3.3,3.26,141.63179545972264,0.99,8,1127.8,9362,1358.076090817
10,2023-10-27,4.13,4.36,55.62036804314999,0.99,8,1126.2999999999997,12559,1389.26010464
11,2023-10-27,23.13,23.29,82.31164269243648,0.99,9,1149.3999999999999,12137,984.907794615
12,2023-10-28,0.12,0.33,111.27700573598315,0.99,9,1147.0,11278,1258.016296388
13,2023-10-28,1.10,1.30,187.6615555758398,0.99,8,1121.4,7934,1216.991209989
14,2023-10-28,2.22,2.47,62.12218430139582,0.99,8,1122.1000000000001,12496,1557.53260185
15,2023-10-28,3.26,3.51,102.68026665470367,0.99,8,1115.4,12236,1483.744280996
16,2023-10-28,4.35,5.0,56.18218994257571,0.99,8,1119.2,13836,1528.870462048
