i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.27,17.686668763317414,0.99,2,1508.4,20000,2677.216943601
2,2023-10-26,18.45,19.26,129.38308794453164,0.99,2,1538.5,15567,2446.564249909
3,2023-10-26,19.50,20.36,29.529161695311696,0.99,2,1538.5,17558,2731.540957047
4,2023-10-26,20.59,21.33,100.63692934827506,0.99,2,1538.5,12965,2063.010415673
5,2023-10-26,22.4,22.40,87.42791098124145,0.99,2,1540.5,13929,2178.421707159
6,2023-10-26,23.10,23.43,109.062593321837,0.99,2,1538.5,12874,1990.971391961
7,2023-10-27,0.16,0.44,140.2154775051252,0.99,3,1582.5,11145,1696.522825198
8,2023-10-27,1.22,2.2,32.324689847566916,0.99,2,1538.5,16389,2400.666547596
9,2023-10-27,2.25,2.50,266.77400027013323,0.99,2,1540.5,10054,1503.268946147
10,2023-10-27,3.34,4.1,222.62657442251518,0.99,3,1557.4,10362,1638.241904131
11,2023-10-27,22.26,22.59,104.76509198520918,0.99,2,1529.1,13077,1987.10508761
12,2023-10-28,23.31,0.16,38.73475949803166,0.99,2,1538.5,18247,2670.519670475
13,2023-10-28,0.37,1.19,51.32339951394479,0.99,2,1508.5,16018,2527.817959568
14,2023-10-28,1.45,2.18,117.01174554632215,0.99,2,1508.5,12887,1947.747405134
15,2023-10-28,2.52,3.25,93.80019456529116,0.99,2,1549.6,12907,2015.637332408
16,2023-10-28,3.56,4.35,58.486803357194525,0.99,3,1740.1,14900,2346.676185128
