i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,18.16,18.40,96.67143279060485,0.99,2,5306.400000000001,15257,1443.237493299
2,2023-10-26,19.26,19.47,38.34741190305135,0.99,2,5306.400000000001,17319,1300.480858381
3,2023-10-26,20.24,20.52,72.95979484867917,0.99,2,5328.8,14948,1638.334695941
4,2023-10-26,21.35,21.56,151.95479134350978,0.99,2,5330.0,13155,1284.842358268
5,2023-10-26,22.48,23.6,124.28487804099626,0.99,2,5306.400000000001,12995,1068.766599755
6,2023-10-27,23.51,0.12,57.322915970386376,0.99,2,5306.400000000001,16844,1288.466831359
7,2023-10-27,0.52,1.17,90.10409263664229,0.99,2,5308.300000000001,16270,1450.604508874
8,2023-10-27,2.0,2.22,46.415962548927304,0.99,2,5306.400000000001,16757,1364.78854824
9,2023-10-27,3.0,3.26,78.27755319143115,0.99,2,5306.400000000001,15346,1522.285343623
10,2023-10-27,4.12,4.35,76.71982988292169,0.99,2,5306.400000000001,15109,1406.633186262
11,2023-10-27,23.3,23.28,43.26271028160372,0.99,2,5306.400000000001,17563,1517.695210932
12,2023-10-28,0.7,0.32,57.32291597038636,0.99,2,5306.400000000001,15304,1476.661616376
13,2023-10-28,1.12,1.37,94.74767127807182,0.99,2,5328.8,13977,1538.310518844
14,2023-10-28,2.28,2.49,59.674322372405406,0.99,2,5328.8,15873,1272.771124674
15,2023-10-28,3.31,3.50,129.38308794453187,0.99,2,5306.400000000001,12288,1169.947489348
16,2023-10-28,4.30,4.57,80.6736410028569,0.99,2,5328.8,15060,1630.625619512
