i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.31,50.30206386361735,0.99,10,1443.0,13245,2940.917550831
2,2023-10-26,18.45,19.34,53.96838749190032,0.99,10,1443.0,12957,2914.294405815
3,2023-10-26,19.50,20.48,27.52310836894249,0.99,10,1430.3,15498,3498.154229451
4,2023-10-26,20.59,21.42,84.8312145971877,0.99,10,1430.3,10734,2603.77367049
5,2023-10-26,22.4,22.49,83.98290245121575,0.99,10,1430.3,11129,2732.501428111
6,2023-10-27,23.10,0.7,20.155265001939686,0.99,10,1453.1,16316,3419.909302461
7,2023-10-27,0.16,1.16,24.396066880834212,0.99,10,1430.3,16656,3596.843458149
8,2023-10-27,1.22,2.9,86.55363187142898,0.99,10,1430.3,11239,2827.710019592
9,2023-10-27,2.25,3.29,21.842731931864996,0.99,10,1433.1,16408,3804.065739164
10,2023-10-27,3.34,4.22,57.322915970386376,0.99,10,1421.3,11232,2916.196393218
