i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-26,17.42,18.16,37.58429840618063,0.99,2,1295.5,14210,2020.349991115
2,2023-10-26,18.45,19.19,63.38351627527366,0.99,2,1276.5,12822,2042.218000465
3,2023-10-26,19.50,20.24,41.977764523529785,0.99,2,1427.2,15605,2025.060293088
4,2023-10-26,20.59,21.35,33.650660122528436,0.99,2,1335.7,17398,2192.62713065
5,2023-10-26,22.4,22.39,42.830083178787675,0.99,2,1334.2,14021,2127.546184236
6,2023-10-26,23.10,23.41,119.38755794951761,0.99,2,1333.8,12725,1901.633593345
7,2023-10-27,0.16,0.53,43.69970735515525,0.99,2,1281.4,16079,2246.04833559
8,2023-10-27,1.22,1.52,76.71982988292159,0.99,2,1272.4,13675,1784.596030917
9,2023-10-27,2.25,3.3,33.65066012252844,0.99,2,1268.7,16569,2285.803704388
10,2023-10-27,3.33,4.12,27.523108368942484,0.99,2,1322.6,16057,2326.000412709
