i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-08,14.19,14.19,141.63179545972233,0.99,3,199.51999999999998,10727,12.292733541
2,2023-08-08,14.31,14.32,81.4885262655121,0.99,3,199.51999999999998,12890,17.58692581
3,2023-08-08,14.43,14.43,109.06259332183706,0.99,3,199.51999999999998,11379,14.936895155
4,2023-08-08,14.54,14.55,124.28487804099626,0.99,3,199.51999999999998,11121,13.19467031
5,2023-08-08,15.7,15.7,137.42518950277343,0.99,3,184.78,10095,11.691344531
6,2023-08-08,15.18,15.18,94.74767127807189,0.99,3,184.78,11868,11.864597632
7,2023-08-08,15.28,15.29,132.01008870985797,0.99,3,199.51999999999998,10452,10.610959436
8,2023-08-08,15.40,15.40,119.38755794951767,0.99,3,199.51999999999998,12093,15.829799936
9,2023-08-08,15.51,15.51,90.1040926366424,0.99,3,199.51999999999998,12098,11.850394021
10,2023-08-08,16.2,16.2,91.93357069344185,0.99,3,199.51999999999998,11960,14.631443794
