i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-08,14.23,14.24,222.62657442251557,0.99,5,416.2300000000001,8714,10.91215557
2,2023-08-08,14.35,14.35,590.150973501945,0.99,5,416.5200000000001,5932,7.110147611
3,2023-08-08,14.47,14.47,375.44548392840164,0.99,5,430.23000000000013,7667,8.812207928
4,2023-08-08,14.59,14.59,402.81025871360583,0.99,6,439.98,8086,11.03255509
5,2023-08-08,15.11,15.11,205.42749038703838,0.99,5,446.47,9637,13.419483081
6,2023-08-08,15.22,15.22,280.52238853412354,0.99,5,448.45000000000005,7708,9.400417899
7,2023-08-08,15.33,15.33,415.14034201169443,0.99,5,413.33000000000004,6902,8.339439673
8,2023-08-08,15.44,15.44,195.3594993340015,0.99,6,456.55000000000007,10940,12.553761729
9,2023-08-08,15.55,15.55,386.9379273073569,0.99,6,436.89000000000004,7067,8.398843889
10,2023-08-08,16.6,16.6,57.32291597038638,0.99,5,447.16000000000014,13000,17.228859481
