i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-13,5.43,6.35,54.513522719091185,0.99,23,2012.3499999999997,18347,3092.417898861
2,2023-11-13,9.48,11.43,56.182189942575604,0.99,25,2069.3,18177,6886.732129577
3,2023-11-13,15.35,16.41,85.68809555271473,0.99,18,2091.7,15916,3994.884661129
4,2023-11-13,20.26,21.48,51.32339951394476,0.99,23,2021.399999999999,17627,4903.109415353
5,2023-11-14,1.25,2.51,38.734759498031565,0.99,25,2003.7999999999995,20000,5180.474186559
6,2023-11-14,6.53,7.56,59.67432237240538,0.99,18,2010.1999999999998,16575,3782.332049988
7,2023-11-14,12.8,13.6,48.319961842156005,0.99,24,1965.0000000000002,17696,3483.775278987
8,2023-11-14,17.17,18.13,75.19310526825156,0.99,23,1802.9500000000005,15211,3350.307377119
9,2023-11-14,22.40,23.21,136.05093760774554,0.99,18,2143.0,14682,2415.462626602
10,2023-11-15,2.49,4.20,78.27755319143117,0.99,24,2041.1,16084,5465.404120798
