i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-21,19.22,19.22,56.182189942575725,0.99,3,115.7599999999999,13266,6.79038925
2,2023-08-21,19.28,19.28,28.65211606379926,0.99,3,125.47999999999982,16221,7.958496291
3,2023-08-21,19.35,19.35,20.155265001939703,0.99,4,112.77000000000007,15233,7.486723375
4,2023-08-21,19.41,19.41,68.6901985544008,0.99,3,125.47999999999982,13380,6.86035375
5,2023-08-21,19.48,19.48,163.0301906242237,0.99,3,125.47999999999982,10943,5.751430417
6,2023-08-21,19.54,19.54,39.1260196949815,0.99,5,121.0,14436,7.533795208
7,2023-08-21,20.0,20.1,17.686668763317453,0.99,4,99.62999999999995,17474,8.6731955
8,2023-08-21,20.7,20.7,19.36106714135593,0.99,5,124.85999999999999,17562,9.0422825
9,2023-08-21,20.14,20.14,73.69676247341332,0.99,5,113.32000000000002,12981,6.729554875
10,2023-08-21,20.20,20.20,117.01174554632229,0.99,5,121.87000000000006,10056,5.317943916
