i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.10,21.10,231.75879569030855,0.99,2,0.0,13822,12.7474343
2,2023-06-21,15.3,15.3,54889.63771856944,0.99,2,18.700000000000045,4446,31.4005893
3,2023-06-22,20.54,20.54,79.86690459282846,0.99,2,0.0,16116,14.5040612
4,2023-06-22,21.8,21.8,119.38755794951747,0.99,3,2.7999999999999545,20000,18.3866973
5,2023-06-22,21.21,21.21,238.85296768347501,0.99,3,3.0,15794,14.7661214
6,2023-06-22,21.34,21.35,57.32291597038622,0.99,2,0.0,19950,17.5678951
7,2023-06-22,21.48,21.49,227.14679565607116,0.99,3,1.7999999999999545,17478,15.7699009
8,2023-06-22,22.2,22.2,173.16370475569607,0.99,3,1.2000000000000455,15883,14.5090185
9,2023-06-22,22.16,22.16,1279.5378693811776,0.99,3,4.0,11827,11.8858058
10,2023-06-22,22.30,22.30,97.64791190970193,0.99,2,0.0,16755,14.9193213
11,2023-06-22,22.44,22.44,48.80804226480398,0.99,2,0.0,20000,17.5032237
12,2023-06-22,22.57,22.57,29.233870078358564,0.99,2,0.0,20000,17.3564417
