i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.15,21.15,43.26271028160375,0.99,2,0.0,12099,10.3634752
2,2023-06-21,15.14,15.14,714.3226654651912,0.99,3,1.400000000000091,7656,33.0076875
3,2023-06-22,20.59,20.59,23.200416860368243,0.99,3,0.20000000000004547,18367,15.606571
4,2023-06-22,21.13,21.13,74.44117421556903,0.99,3,5.800000000000182,12821,11.4689982
5,2023-06-22,21.26,21.26,10.700541909259004,0.99,2,0.0,16426,13.6091132
6,2023-06-22,21.40,21.40,29.529161695311718,0.99,3,0.599999999999909,16058,13.516783
7,2023-06-22,21.54,21.54,64.02375381340772,0.99,3,2.2737367544323206e-13,15383,13.0444462
8,2023-06-22,22.7,22.7,182.08781971368165,0.99,4,0.8999999999998636,12572,11.3457513
9,2023-06-22,22.21,22.21,16.485131074197152,0.99,3,0.0,19371,15.9162015
10,2023-06-22,22.35,22.35,23.910585149905604,0.99,3,3.3999999999998636,15965,13.9007627
11,2023-06-22,22.48,22.49,27.801119564588358,0.99,3,0.5999999999996817,20000,16.937086
12,2023-06-22,23.2,23.2,12.072117034828977,0.99,3,0.1999999999998181,20000,16.4864117
