i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.12,21.12,15.677195622858802,0.99,6,15.89999999999992,19412,20.6222314
2,2023-06-21,15.6,15.6,29.827436055870454,0.99,6,20.20000000000013,16901,20.2726064
3,2023-06-22,20.56,20.56,50.3020638636173,0.99,6,11.900000000000205,13858,15.5844779
4,2023-06-22,21.9,21.10,182.08781971368157,0.99,7,40.799999999999955,12431,14.6334871
5,2023-06-22,21.23,21.23,326.1666920858214,0.99,7,33.79999999999984,9279,11.1029684
6,2023-06-22,21.36,21.36,23.200416860368236,0.99,7,30.39999999999975,20000,22.7919844
7,2023-06-22,21.50,21.51,182.08781971368174,0.99,7,36.19999999999999,10806,12.4089274
8,2023-06-22,22.4,22.4,21.40806156642085,0.99,7,48.0,18182,20.037688
9,2023-06-22,22.18,22.18,75.95263158409244,0.99,7,28.599999999999795,15564,17.7903391
10,2023-06-22,22.32,22.32,28.94153137757501,0.99,6,12.700000000000017,14943,16.4833137
11,2023-06-22,22.45,22.45,33.650660122528414,0.99,6,9.399999999999864,16732,17.7496706
12,2023-06-22,22.59,22.59,59.077579148681366,0.99,7,27.799999999999955,14644,17.3969987
