i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.13,21.14,47.358394601496975,0.99,3,2.400000000000034,18690,20.8952465
2,2023-06-21,15.8,15.8,231.75879569030846,0.99,3,6.400000000000091,11817,14.384739
3,2023-06-22,20.57,20.58,35.74229381675023,0.99,7,8.600000000000193,18405,19.3657433
4,2023-06-22,21.11,21.11,185.78494002008117,0.99,3,21.400000000000034,12199,13.8201675
5,2023-06-22,21.24,21.24,102.68026665470353,0.99,9,13.600000000000364,16757,19.0736814
6,2023-06-22,21.38,21.38,216.0143425355923,0.99,7,13.800000000000125,11156,12.0285353
7,2023-06-22,21.52,21.52,180.26694151654482,0.99,8,15.199999999999932,13439,15.0148704
8,2023-06-22,22.5,22.5,216.014342535592,0.99,3,16.000000000000057,12546,13.9147298
9,2023-06-22,22.19,22.20,83.14307342670328,0.99,3,5.800000000000011,15880,17.5847178
10,2023-06-22,22.33,22.33,199.32608849505317,0.99,8,16.000000000000142,12202,13.6424367
11,2023-06-22,22.47,22.47,269.46868714154857,0.99,3,21.400000000000034,11866,13.7673218
12,2023-06-22,23.0,23.0,89.20305171027591,0.99,7,10.999999999999886,14222,15.4052175
