i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.3,21.3,45.03736204526149,0.99,4,0.6000000000001364,15814,14.4243121
2,2023-06-21,14.49,14.49,93.80019456529114,0.99,5,1.9999999999990905,14771,19.9306647
3,2023-06-22,20.46,20.46,52.894416580811466,0.99,3,44.600000000000364,17071,17.2377003
4,2023-06-22,21.0,21.0,161.3998887179813,0.99,4,2.1999999999997044,12091,11.291914
5,2023-06-22,21.14,21.14,39.1260196949815,0.99,4,6.821210263296962e-13,16352,14.6264908
6,2023-06-22,21.27,21.27,50.810165518805384,0.99,4,0.5999999999997954,16242,14.2412797
7,2023-06-22,21.41,21.41,56.18218994257563,0.99,5,54.00000000000023,17563,17.0378839
8,2023-06-22,21.55,21.55,125.54028084949132,0.99,4,3.410605131648481e-13,12409,11.1339141
9,2023-06-22,22.8,22.8,20.155265001939735,0.99,5,17.799999999999727,20000,18.2997627
10,2023-06-22,22.22,22.22,42.83008317878765,0.99,5,54.40000000000032,17962,16.3602904
11,2023-06-22,22.36,22.36,52.365472415003396,0.99,6,72.20000000000005,16816,16.383936
12,2023-06-22,22.49,22.50,112.40101589493237,0.99,5,6.199999999999818,13976,13.0469546
