i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.14,21.15,40.73098293941636,0.99,3,0.0,15088,12.2479315
2,2023-06-21,15.12,15.13,57.901935323622574,0.99,3,2.2737367544323206e-13,14118,14.1671103
3,2023-06-22,20.58,20.59,132.01008870985777,0.99,3,0.3999999999998636,11402,9.7254987
4,2023-06-22,21.12,21.12,20.564498522538216,0.99,3,0.0,17548,14.5577422
5,2023-06-22,21.25,21.25,8.929749478250022,0.99,2,0.0,16361,12.7572105
6,2023-06-22,21.39,21.39,20.15526500193974,0.99,3,0.1999999999998181,17407,14.1352374
7,2023-06-22,21.53,21.53,10.917806253707782,0.99,2,0.10000000000002274,20000,16.2647768
8,2023-06-22,22.6,22.6,27.523108368942452,0.99,3,0.1999999999998181,16960,13.7430651
9,2023-06-22,22.20,22.21,55.620368043149874,0.99,3,2.2737367544323206e-13,14530,11.8602028
10,2023-06-22,22.34,22.34,105.82332523758512,0.99,3,2.2737367544323206e-13,11657,9.4343288
11,2023-06-22,22.48,22.48,52.365472415003424,0.99,3,0.3999999999998636,14540,11.8338968
12,2023-06-22,23.1,23.1,17.509802075684217,0.99,3,0.1999999999998181,20000,15.9895014
