i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.4,21.5,672.5206098026872,0.99,2,95.5,20000,20.5537513
2,2023-06-21,14.52,14.53,1.5911098861934422e6,0.99,2,2534.5,3761,38.2022135
3,2023-06-22,20.48,20.48,394.79433456520457,0.99,2,95.5,20000,21.4630053
4,2023-06-22,21.2,21.2,578.4069691292555,0.99,2,95.5,20000,20.5606234
5,2023-06-22,21.15,21.16,822.2458801711036,0.99,2,95.5,20000,20.8322332
6,2023-06-22,21.29,21.29,602.1334287337453,0.99,2,95.5,20000,20.3837237
7,2023-06-22,21.43,21.43,528.3847423643119,0.99,2,95.5,20000,20.5782751
8,2023-06-22,21.56,21.57,626.8331561503629,0.99,2,95.5,20000,20.5037555
9,2023-06-22,22.10,22.10,436.53489545484484,0.99,2,95.5,20000,20.4463988
10,2023-06-22,22.24,22.24,847.414951650062,0.99,2,95.5,20000,20.207153
11,2023-06-22,22.38,22.38,523.1008949406695,0.99,2,95.5,20000,20.6659264
12,2023-06-22,22.51,22.51,482.6885754569993,0.99,2,95.5,20000,21.0020391
