i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-20,21.11,21.11,35.384870878582724,0.99,3,0.20000000000004547,18361,15.377491
2,2023-06-21,15.4,15.5,50649.12198388059,0.99,2,147.60000000000002,3589,27.8212922
3,2023-06-22,20.55,20.55,85.6880955527147,0.99,3,0.20000000000004547,15342,13.2871388
4,2023-06-22,21.9,21.9,150.43524343007476,0.99,3,4.547473508864641e-13,12157,10.9198074
5,2023-06-22,21.22,21.22,39.92043637892201,0.99,2,0.0,15534,13.1297544
6,2023-06-22,21.35,21.35,57.32291597038641,0.99,2,0.0,13012,11.0239947
7,2023-06-22,21.49,21.50,209.5985005479424,0.99,3,0.19999999999959073,11534,10.0967266
8,2023-06-22,22.3,22.3,91.9335706934416,0.99,4,9.0,16572,14.6735157
9,2023-06-22,22.17,22.17,136.05093760774562,0.99,2,0.09999999999990905,13567,11.5120911
10,2023-06-22,22.31,22.31,93.80019456529118,0.99,2,0.0,11650,9.8767453
11,2023-06-22,22.44,22.45,292.0295166894595,0.99,3,0.3999999999998636,11706,10.3753645
12,2023-06-22,22.58,22.58,62.74968111252095,0.99,2,0.0,11680,9.5150598
