i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-21,16.46,16.46,20.35885353731283,0.99,7,283.0,18082,11.371296583
2,2023-08-21,16.52,16.52,304.0086713346432,0.99,7,323.83999999999986,10013,6.402951416
3,2023-08-21,16.59,16.59,220.4003086782902,0.99,7,292.40000000000003,11255,7.151868542
4,2023-08-21,17.5,17.5,304.00867133464317,0.99,7,262.8,11092,6.95342075
5,2023-08-21,17.11,17.11,238.85296768347536,0.99,7,256.92,10479,6.631964583
6,2023-08-21,17.17,17.17,158.18803093249346,0.99,7,287.64,13823,8.833774584
7,2023-08-21,17.24,17.24,427.84785103529356,0.99,7,269.76,8997,5.778722042
8,2023-08-21,17.30,17.30,346.4403283418554,0.99,8,289.53999999999996,10546,6.954261708
9,2023-08-21,17.36,17.36,313.3144230125383,0.99,8,280.7600000000001,11538,7.784794083
10,2023-08-21,17.43,17.43,81.48852626551201,0.99,7,267.24,16536,10.166715166
