i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-29,20.32,20.32,95.7047184626988,0.99,4,10.00000000000091,16802,8.376127167
2,2023-08-29,20.39,20.39,31.681428519600335,0.99,3,2.399999999999636,20000,9.024322917
3,2023-08-29,20.47,20.47,121.81160896798045,0.99,3,4.800000000000182,14797,6.906933834
4,2023-08-29,20.54,20.54,56.182189942575604,0.99,2,0.0,14071,5.944217875
5,2023-08-29,21.1,21.1,129.38308794453152,0.99,4,10.899999999999636,15203,7.253468083
6,2023-08-29,21.8,21.8,52.365472415003346,0.99,3,0.3999999999996362,17895,8.004270375
7,2023-08-29,21.14,21.15,68.69019855440077,0.99,3,0.4000000000005457,16132,7.14553325
8,2023-08-29,21.22,21.22,261.46519766475745,0.99,3,1.7999999999992724,12184,5.572072041
9,2023-08-29,21.29,21.29,114.6832118099505,0.99,4,8.5,15974,7.5559895
10,2023-08-29,21.36,21.36,103.71744106535716,0.99,3,0.3999999999996362,16481,7.357074834
