i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-11,23.17,1.57,128.08925706508614,0.99,4,866.3399999999998,15484,9565.737412958
2,2023-11-11,4.20,6.50,251.16242563062733,0.99,4,866.3399999999998,13381,8988.060429599
3,2023-11-11,9.33,12.11,120.59349287830064,0.99,4,850.76,15306,9498.892261626
4,2023-11-11,14.35,17.10,144.50749460230836,0.99,4,866.3399999999998,14495,9317.677760977
5,2023-11-11,19.35,22.2,216.0143425355919,0.99,4,865.2599999999998,14137,8844.266784588
6,2023-11-12,0.28,2.57,182.0878197136815,0.99,4,866.3399999999998,14043,8890.940839497
7,2023-11-12,5.20,7.22,346.44032834185464,0.99,4,866.3399999999998,11580,7367.547031109
8,2023-11-12,10.16,12.40,246.1642933605775,0.99,4,866.3399999999998,13288,8623.731236219
9,2023-11-12,15.18,18.21,124.28487804099625,0.99,4,866.3399999999998,17614,10984.136485495
10,2023-11-12,20.33,22.46,322.90502516496315,0.99,4,866.3399999999998,12226,7951.746122075
