i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-11,23.17,3.28,52.8944165808115,0.99,26,2594.12,17497,15003.881807312
2,2023-11-11,4.20,8.16,41.14240700951155,0.99,23,2392.319999999999,16247,14150.908077764
3,2023-11-11,9.33,13.34,38.73475949803166,0.99,22,2173.62,16976,14478.281197636
4,2023-11-11,14.35,18.41,39.920436378921956,0.99,20,1989.9199999999992,18099,14730.675133124
5,2023-11-11,19.36,23.35,33.990565780331764,0.99,21,1998.08,18111,14328.50780927
6,2023-11-12,0.29,4.39,19.95371235192031,0.99,23,2389.3999999999987,20000,15008.892489082
7,2023-11-12,5.20,9.44,24.642491798822416,0.99,23,2345.2000000000007,20000,15819.170004068
8,2023-11-12,10.16,14.0,55.620368043149846,0.99,24,2289.159999999998,15115,13418.980667606
9,2023-11-12,15.18,19.17,70.79281598187843,0.99,23,2062.08,16304,14326.390918291
10,2023-11-13,20.33,0.18,79.86690459282833,0.99,25,2587.040000000001,14987,13471.428781702
