i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-11,23.17,1.41,173.16370475569624,0.99,6,1241.7599999999995,13137,8655.120345726
2,2023-11-11,4.20,7.38,40.7309829394164,0.99,13,1206.8799999999997,20000,11902.819776341
3,2023-11-11,9.33,12.52,46.884810655482,0.99,14,1237.4800000000002,19845,11956.854576457
4,2023-11-11,14.35,17.24,125.5402808494911,0.99,15,1288.32,15376,10133.018782907
5,2023-11-11,19.35,22.15,117.0117455463221,0.99,6,1448.6599999999992,14602,9610.244381742
6,2023-11-12,0.28,2.55,243.7026504269718,0.99,6,1448.6599999999992,12918,8774.999373006
7,2023-11-12,5.20,8.12,86.55363187142888,0.99,16,1321.0800000000013,15858,10306.953150768
8,2023-11-12,10.16,13.1,136.05093760774545,0.99,15,1246.48,15080,9918.025563326
9,2023-11-12,15.18,18.34,35.38487087858269,0.99,14,1135.799999999999,19459,11785.660491875
10,2023-11-12,20.33,22.42,231.75879569030846,0.99,15,1258.16,11565,7706.451140884
