i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-27,14.50,14.50,342.975925058437,0.99,4,431.02000000000004,9888,6.035270958
2,2023-08-27,14.57,14.57,112.40101589493251,0.99,3,383.44000000000005,12282,7.120338417
3,2023-08-27,15.4,15.4,227.14679565607116,0.99,3,373.76000000000016,11183,6.434442459
4,2023-08-27,15.11,15.11,307.0794659945892,0.99,4,429.32000000000005,10757,6.581598042
5,2023-08-27,15.18,15.18,459.0320324600125,0.99,4,428.1200000000001,7849,4.990434
6,2023-08-27,15.25,15.25,253.69941982891646,0.99,4,437.8200000000001,10563,6.402122125
7,2023-08-27,15.32,15.32,58.48680335719446,0.99,3,388.40000000000015,14373,8.103220041
8,2023-08-27,15.39,15.39,83.9829024512157,0.99,2,338.12000000000006,14168,7.88482325
9,2023-08-27,15.47,15.47,34.6807119480989,0.99,3,379.15999999999997,17059,9.660649
10,2023-08-27,15.54,15.54,386.9379273073573,0.99,4,451.2800000000001,8834,5.3362595
