i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-06,23.58,0.1,61.50096245838167,0.99,15,153.99999999999983,20000,213.893948828
2,2023-10-06,1.28,1.3,300.9685846212965,0.99,17,181.20000000000016,13486,106.478448256
3,2023-10-06,2.53,2.54,238.85296768347513,0.99,14,58.099999999999255,12690,88.712055358
4,2023-10-06,4.16,4.18,158.18803093249332,0.99,17,183.99999999999937,16345,125.076399961
5,2023-10-06,5.41,5.43,277.71716464878165,0.99,16,171.9999999999999,13393,99.44130914
6,2023-10-06,7.5,7.8,96.67143279060475,0.99,18,189.80000000000038,20000,157.438514408
7,2023-10-06,8.31,8.32,231.7587956903085,0.99,15,220.4000000000002,14769,108.827488716
8,2023-10-06,9.56,9.58,283.35594801426606,0.99,15,164.00000000000017,13264,96.729608002
9,2023-10-25,17.1,17.3,507.5642752600373,0.99,15,100.20000000000022,11387,1718.955424032
10,2023-10-25,18.36,19.2,205.42749038703838,0.99,14,155.79999999999993,14102,1596.552377994
11,2023-10-25,20.18,20.33,201.33948332833634,0.99,14,68.30000000000001,14441,943.18141851
12,2023-10-25,21.32,21.56,163.03019062422337,0.99,15,125.59999999999997,14991,1482.057687577
13,2023-10-25,23.6,23.24,62.749681112520925,0.99,15,73.40000000000003,19890,1134.92324552
14,2023-10-26,0.18,0.48,174.91283308656176,0.99,14,81.09999999999991,14445,1788.920132887
15,2023-10-26,2.1,2.21,789.8461117313014,0.99,17,172.99999999999977,10006,1205.150238331
16,2023-10-26,3.22,3.48,364.29437761024343,0.99,17,184.79999999999995,12271,1548.110211403
17,2023-10-26,4.52,5.21,101.65346398815649,0.99,16,183.49999999999997,17433,1720.150442308
18,2023-10-26,6.11,6.46,289.10922152256495,0.99,15,172.20000000000033,13326,2076.247854073
