i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-01,19.51,0.53,37.58429840618061,0.99,28,947.3999999999985,20000,18117.359435428
2,2023-11-03,20.9,0.20,15.520423666630181,0.99,25,762.7999999999997,20000,15069.637289946
3,2023-11-03,11.26,15.45,28.652116063799227,0.99,25,760.4000000000001,20000,15571.120766902
4,2023-11-03,17.2,21.18,17.509802075684227,0.99,26,749.1000000000005,20000,15355.23726573
5,2023-11-04,22.27,2.38,18.228060384806565,0.99,25,780.0000000000014,20000,15083.326383806
6,2023-11-04,3.39,7.59,19.95371235192031,0.99,26,869.5000000000015,20000,15571.340573643
7,2023-11-04,8.44,13.1,15.67719562285882,0.99,26,819.8999999999997,20000,15400.430993816
8,2023-11-04,14.5,18.22,28.94153137757502,0.99,27,793.3999999999994,20000,15421.417945831
9,2023-11-04,19.12,23.29,17.509802075684274,0.99,27,926.1999999999982,20000,15373.501379202
10,2023-11-05,0.26,4.56,37.20845542211878,0.99,26,765.1999999999999,20000,16221.079646732
11,2023-11-05,5.51,10.13,29.827436055870375,0.99,27,827.8000000000002,20000,15769.406632561
12,2023-11-05,11.19,15.53,28.36559490316121,0.99,29,1299.1999999999996,20000,16422.517145347
