i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-31,19.51,22.32,238.85296768347496,0.99,6,349.29999999999995,13874,9643.141859421
2,2023-11-02,20.9,23.17,52.894416580811466,0.99,10,220.39999999999986,20000,11307.06231345
3,2023-11-03,11.25,14.5,151.9547913435098,0.99,6,349.29999999999995,14344,9553.165444683
4,2023-11-03,17.2,20.14,22.063365587742428,0.99,9,170.3999999999994,19258,11536.766348042
5,2023-11-04,22.26,1.45,92.862192619638,0.99,10,157.79999999999995,20000,11933.803899921
6,2023-11-04,3.39,6.53,6.6053390233253495,0.99,6,349.29999999999995,19292,11658.226457943
7,2023-11-04,8.44,11.28,51.8418176908533,0.99,6,227.79999999999973,14704,9856.841426834
8,2023-11-04,14.5,16.32,174.9128330865617,0.99,6,349.29999999999995,12642,8813.833683401
9,2023-11-04,19.12,22.2,134.6904282316681,0.99,6,349.29999999999995,15744,10209.029121277
10,2023-11-05,0.26,3.53,5.624167242126609,0.99,6,349.29999999999995,18564,12439.316375899
11,2023-11-05,5.50,8.9,329.46130513719356,0.99,6,323.9,11622,8299.394133604
12,2023-11-05,11.19,14.10,39.920436378922,0.99,6,301.39999999999975,15410,10289.579404672
