i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-11-01,23.35,1.42,72.95979484867907,0.99,19,1204.0,20000,7629.030481365
2,2023-11-03,23.20,0.51,269.468687141548,0.99,17,926.6000000000029,14336,5469.792642312
3,2023-11-03,14.43,16.29,173.16370475569607,0.99,19,877.3999999999999,16675,6329.642857191
4,2023-11-03,20.24,21.50,473.08307280540544,0.99,18,745.9000000000012,14153,5187.297124903
5,2023-11-04,1.51,3.32,60.88595283379797,0.99,20,1319.600000000004,20000,6064.645616221
6,2023-11-04,6.58,8.24,406.87904920566166,0.99,19,910.8000000000004,14561,5157.61537829
7,2023-11-04,12.0,13.50,77.49477765951681,0.99,20,1289.300000000002,20000,6582.657780912
8,2023-11-04,17.23,18.57,174.91283308656173,0.99,20,1128.7999999999993,16712,5656.709439351
9,2023-11-05,22.36,0.16,31.364614234404314,0.99,20,1381.9999999999968,20000,6016.809322133
10,2023-11-05,3.54,5.33,92.8621926196381,0.99,20,1376.4999999999982,20000,5987.080740594
11,2023-11-05,8.53,10.49,123.04202926058625,0.99,18,915.4000000000009,18533,6937.337226426
12,2023-11-05,14.36,16.20,153.4896882257675,0.99,19,997.4000000000005,16418,6235.146703587
