i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.50,12.51,53.42870361698124,0.99,7,14.000000000000227,20000,49.657712
2,2023-06-23,15.12,15.12,243.70265042697207,0.99,8,43.19999999999982,15230,37.6209243
3,2023-06-23,15.55,15.56,112.40101589493243,0.99,8,37.50000000000034,16947,42.3743027
4,2023-06-23,16.38,16.38,201.3394833283366,0.99,9,50.80000000000041,15942,42.6961105
5,2023-06-23,17.22,17.23,102.68026665470356,0.99,7,16.000000000000227,16659,41.9548221
6,2023-06-23,18.6,18.7,178.46427210137892,0.99,7,23.000000000000227,15524,39.5746106
7,2023-06-23,18.51,18.52,124.28487804099619,0.99,8,21.699999999998795,18167,47.3035344
8,2023-06-23,19.36,19.36,173.16370475569616,0.99,9,55.3999999999985,16176,43.2567462
9,2023-06-23,20.20,20.20,205.42749038703852,0.99,7,8.599999999999909,12738,32.8215801
10,2023-06-23,21.4,21.5,294.97930978733274,0.99,7,9.200000000000273,13437,34.5861313
11,2023-06-23,21.49,21.50,234.0997936265741,0.99,7,10.00000000000091,14770,37.7210673
