i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.19,12.20,211.7156571191337,0.99,4,0.0,20000,51.6342917
2,2023-06-23,14.39,14.40,145.96716626495783,0.99,4,18.00000000000091,20000,52.1744359
3,2023-06-23,15.24,15.25,120.59349287830055,0.99,4,23.09999999999991,20000,51.4778935
4,2023-06-23,16.6,16.7,283.3559480142662,0.99,4,0.0,20000,50.9193127
5,2023-06-23,16.49,16.50,174.9128330865617,0.99,4,24.099999999999454,20000,51.9318977
6,2023-06-23,17.34,17.35,182.08781971368148,0.99,4,1.2999999999988177,20000,52.1259547
7,2023-06-23,18.17,18.18,107.97196738861854,0.99,4,1.900000000000091,20000,54.3837781
8,2023-06-23,19.3,19.4,126.80836449443545,0.99,4,4.8999999999991815,20000,53.088312
9,2023-06-23,19.48,19.48,477.86168970243017,0.99,4,0.0,16829,45.6302091
10,2023-06-23,20.32,20.33,81.48852626551209,0.99,4,0.6000000000008185,20000,52.7782966
11,2023-06-23,21.16,21.17,227.14679565607094,0.99,4,1.2000000000007276,20000,54.4512457
