i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.34,12.34,136.05093760774534,0.99,5,1.9999999999997726,14264,30.5799353
2,2023-06-23,14.55,14.56,222.62657442251532,0.99,6,3.2999999999999545,15800,34.0181955
3,2023-06-23,15.38,15.39,390.8463912195525,0.99,6,4.599999999999909,12149,27.5404163
4,2023-06-23,16.21,16.21,218.19630559150744,0.99,5,1.7999999999999545,13102,28.7961171
5,2023-06-23,17.4,17.5,326.1666920858211,0.99,5,2.0,12149,27.0948017
6,2023-06-23,17.49,17.50,88.31102119317313,0.99,5,1.3999999999998636,17171,38.0740712
7,2023-06-23,18.34,18.34,89.20305171027582,0.99,5,0.40000000000077307,17207,38.1014885
8,2023-06-23,19.19,19.19,398.7821561264697,0.99,6,1.6999999999990223,12238,27.902271
9,2023-06-23,20.3,20.4,234.09979362657373,0.99,6,3.2999999999999545,13687,31.6159283
10,2023-06-23,20.47,20.48,220.40030867829032,0.99,5,2.0000000000004547,12217,27.3592819
11,2023-06-23,21.32,21.32,512.6911871313511,0.99,6,9.39999999999975,11233,26.1479657
