i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.16,12.17,371.6910290891171,0.99,3,2.4000000000005457,20000,56.8771918
2,2023-06-23,14.37,14.38,307.0794659945889,0.99,3,0.999999999998181,20000,54.6620328
3,2023-06-23,15.21,15.21,319.6759749133134,0.99,3,2.0000000000009095,20000,55.0832511
4,2023-06-23,16.3,16.4,937.0098933482427,0.99,3,2.0,16812,48.2684049
5,2023-06-23,16.46,16.47,357.0449194957998,0.99,3,2.0,20000,56.2752973
6,2023-06-23,17.31,17.32,339.5461658078519,0.99,3,2.0,20000,58.828074
7,2023-06-23,18.14,18.15,544.5586797103906,0.99,3,14.400000000000546,19838,58.4515438
8,2023-06-23,19.0,19.1,620.5648245888605,0.99,3,10.800000000000182,19722,59.152983
9,2023-06-23,19.45,19.46,218.19630559150704,0.99,3,2.0000000000009095,20000,58.3595176
10,2023-06-23,20.28,20.29,280.52238853412297,0.99,3,2.0,20000,59.7242006
11,2023-06-23,21.13,21.14,497.4637461823622,0.99,3,14.399999999999636,20000,61.0770822
