i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.29,12.29,774.1281741078486,0.99,13,90.2000000000001,10546,34.2852455
2,2023-06-23,14.49,14.50,1067.7919602951167,0.99,13,51.00000000000006,9809,30.7086367
3,2023-06-23,15.33,15.34,758.7230234431026,0.99,12,41.700000000000216,10646,33.9709051
4,2023-06-23,16.15,16.16,707.1794388105377,0.99,13,82.99999999999932,11203,36.8343475
5,2023-06-23,16.59,16.59,463.6687196565776,0.99,12,32.39999999999961,13740,44.2680118
6,2023-06-23,17.44,17.44,864.6209077135641,0.99,13,86.5999999999994,10692,34.3267517
7,2023-06-23,18.28,18.28,572.6228994379637,0.99,12,78.40000000000029,11147,34.999845
8,2023-06-23,19.13,19.14,342.9759250584367,0.99,11,19.200000000000443,12889,41.778383
9,2023-06-23,19.57,19.58,79.06823554690011,0.99,12,79.10000000000059,18517,58.7976235
10,2023-06-23,20.41,20.42,379.23786255394054,0.99,13,52.00000000000023,14510,47.7878865
11,2023-06-23,21.26,21.27,882.1762143797197,0.99,13,65.40000000000072,10471,35.4262446
