i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.20,12.20,224.87532769951022,0.99,5,43.399999999999636,20000,49.7430278
2,2023-06-23,14.40,14.41,482.6885754569997,0.99,7,376.59999999999945,20000,53.9032886
3,2023-06-23,15.25,15.25,243.70265042697164,0.99,6,179.70000000000027,20000,51.9999165
4,2023-06-23,16.7,16.8,187.6615555758391,0.99,6,92.99999999999955,20000,53.6787558
5,2023-06-23,16.50,16.51,231.75879569030795,0.99,5,6.800000000000182,20000,53.3124618
6,2023-06-23,17.35,17.36,182.08781971368126,0.99,5,24.400000000000546,20000,53.2091692
7,2023-06-23,18.18,18.19,1241.5343151226873,0.99,5,17.799999999999272,14517,40.1823604
8,2023-06-23,19.4,19.5,147.44158208581572,0.99,5,24.80000000000109,20000,50.6462015
9,2023-06-23,19.48,19.49,1192.6129093849345,0.99,5,68.39999999999873,13576,37.5562841
10,2023-06-23,20.33,20.33,633.164804192286,0.99,5,27.0,16913,46.9384788
11,2023-06-23,21.17,21.18,201.33948332833646,0.99,5,26.00000000000091,20000,54.4611144
