i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.12,12.13,222.62657442251532,0.99,5,679.1999999999998,13822,41.2651112
2,2023-06-23,14.33,14.34,85.68809555271457,0.99,5,765.5999999999999,20000,55.8690865
3,2023-06-23,15.16,15.17,49.79904322498101,0.99,5,765.5999999999999,19707,55.6209392
4,2023-06-23,15.59,16.0,176.67962938036507,0.99,5,765.5999999999999,18486,53.1100491
5,2023-06-23,16.42,16.43,205.4274903870383,0.99,5,745.3999999999996,16565,47.9084382
6,2023-06-23,17.27,17.28,51.32339951394467,0.99,5,661.5999999999999,19897,59.2857911
7,2023-06-23,18.10,18.11,126.8083644944355,0.99,5,765.5999999999999,16683,50.9423769
8,2023-06-23,18.56,18.57,120.59349287830048,0.99,6,712.1000000000001,16572,49.8850498
9,2023-06-23,19.40,19.41,75.19310526825129,0.99,6,514.8000000000002,20000,58.8925399
10,2023-06-23,20.24,20.25,231.7587956903084,0.99,5,753.9999999999995,16405,49.3664809
11,2023-06-23,21.8,21.9,227.14679565607122,0.99,5,765.5999999999999,15706,47.6201915
