i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.25,12.26,665.7954037046619,0.99,13,84.39999999999975,10392,34.3953239
2,2023-06-23,14.46,14.47,91.0142349865072,0.99,13,81.4000000000002,18185,57.7456087
3,2023-06-23,15.30,15.31,277.7171646487817,0.99,13,94.60000000000053,13701,43.518644
4,2023-06-23,16.12,16.13,477.86168970243006,0.99,13,85.3999999999998,12134,40.1983523
5,2023-06-23,16.56,16.56,473.0830728054058,0.99,12,53.400000000000205,11227,35.7813599
6,2023-06-23,17.41,17.42,473.0830728054059,0.99,12,36.09999999999965,10805,33.9150161
7,2023-06-23,18.24,18.25,797.8243552841429,0.99,13,202.20000000000078,9810,33.3644399
8,2023-06-23,19.10,19.10,602.1334287337461,0.99,13,107.39999999999992,11632,39.2863502
9,2023-06-23,19.54,19.55,736.1881909238184,0.99,14,121.40000000000026,11250,39.6982892
10,2023-06-23,20.38,20.39,193.40590434066155,0.99,13,58.59999999999934,15960,53.4509457
11,2023-06-23,21.23,21.24,386.93792730735714,0.99,14,60.99999999999997,13174,46.1445262
