i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.48,12.49,25.39680222160633,0.99,4,42.90000000000032,20000,48.6660907
2,2023-06-23,15.10,15.11,99.63056005479207,0.99,5,88.59999999999945,16754,41.3926303
3,2023-06-23,15.53,15.54,100.63692934827493,0.99,6,265.6999999999998,18987,49.088705
4,2023-06-23,16.36,16.37,178.46427210137924,0.99,6,353.2000000000003,16660,42.6571052
5,2023-06-23,17.20,17.21,51.32339951394471,0.99,6,512.1999999999999,20000,53.2218199
6,2023-06-23,18.4,18.5,578.406969129256,0.99,4,172.89999999999975,13707,37.6515305
7,2023-06-23,18.49,18.50,61.50096245838167,0.99,4,265.9000000000002,20000,51.5211759
8,2023-06-23,19.34,19.35,53.96838749190018,0.99,6,203.80000000000018,20000,52.3874872
9,2023-06-23,20.18,20.19,64.67045839738151,0.99,5,26.999999999999545,19248,49.9417326
10,2023-06-23,21.3,21.4,91.01423498650732,0.99,4,384.2999999999997,17596,46.8862987
11,2023-06-23,21.48,21.49,93.80019456529111,0.99,5,16.40000000000032,16301,41.8295354
