i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.27,12.28,141.63179545972224,0.99,14,180.6999999999997,18801,65.4369492
2,2023-06-23,14.48,14.49,258.8505456881095,0.99,14,99.7000000000003,15149,52.537876
3,2023-06-23,15.32,15.33,487.564217633333,0.99,14,175.89999999999992,12258,42.3325694
4,2023-06-23,16.14,16.15,423.5693725249403,0.99,15,226.40000000000026,13301,48.2592341
5,2023-06-23,16.57,16.58,1057.114040692166,0.99,14,96.09999999999971,10142,36.2824954
6,2023-06-23,17.42,17.43,758.7230234431029,0.99,13,98.19999999999976,10557,36.9663964
7,2023-06-23,18.26,18.27,97.64791190970179,0.99,13,124.79999999999956,19221,66.5906231
8,2023-06-23,19.12,19.12,956.0349896421225,0.99,13,65.99999999999977,10562,36.6472841
9,2023-06-23,19.56,19.56,909.179762505908,0.99,14,182.7000000000011,9489,34.9175516
10,2023-06-23,20.40,20.41,578.4069691292557,0.99,13,108.39999999999998,12046,43.1918572
11,2023-06-23,21.25,21.26,822.2458801711053,0.99,15,239.59999999999962,11014,41.8751795
