i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.35,12.36,304.008671334643,0.99,7,14.600000000000364,15887,40.7888569
2,2023-06-23,14.56,14.57,97.64791190970189,0.99,6,15.500000000000114,19215,44.7381272
3,2023-06-23,15.40,15.40,171.43206770813902,0.99,7,8.799999999999955,16582,41.7795643
4,2023-06-23,16.22,16.23,94.74767127807175,0.99,7,8.599999999999909,20000,49.9646625
5,2023-06-23,17.6,17.6,126.80836449443547,0.99,7,7.999999999999773,17944,45.729095
6,2023-06-23,17.50,17.51,269.46868714154846,0.99,7,11.199999999999818,15261,39.221671
7,2023-06-23,18.35,18.36,151.95479134350978,0.99,7,20.399999999999636,16600,43.3217838
8,2023-06-23,19.20,19.21,277.7171646487818,0.99,8,37.700000000000614,16756,45.1263413
9,2023-06-23,20.5,20.5,92.86219261963814,0.99,6,11.999999999999886,20000,48.1567507
10,2023-06-23,20.49,20.49,390.84639121955263,0.99,7,16.60000000000059,13860,36.7030452
11,2023-06-23,21.33,21.34,176.6796293803654,0.99,6,6.099999999999795,16179,40.6770561
