i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-06-21,12.11,12.11,322.90502516496315,0.99,9,83.80000000000018,14008,37.8131301
2,2023-06-23,14.32,14.32,134.69042823166808,0.99,7,40.40000000000009,14418,34.6216383
3,2023-06-23,15.15,15.16,173.16370475569593,0.99,5,256.2000000000003,14629,37.235577
4,2023-06-23,15.58,15.58,367.97411879822624,0.99,5,227.40000000000055,13016,35.9569429
5,2023-06-23,16.41,16.42,468.3522420773518,0.99,5,306.40000000000055,11548,32.097277
6,2023-06-23,17.25,17.26,147.44158208581615,0.99,9,159.5999999999999,16326,43.5691106
7,2023-06-23,18.9,18.9,112.40101589493234,0.99,8,8.800000000000864,17962,46.3734873
8,2023-06-23,18.55,18.55,44.58698842480894,0.99,8,281.7000000000012,20000,51.9459845
9,2023-06-23,19.39,19.40,310.1812787824131,0.99,9,280.59999999999945,14083,38.4116756
10,2023-06-23,20.23,20.24,155.04008911693685,0.99,8,23.89999999999918,15532,41.3774179
11,2023-06-23,21.7,21.8,164.67696022648838,0.99,5,249.60000000000082,13855,36.4708943
