i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-27,14.53,14.53,51.32339951394486,0.99,3,212.89999999999998,11990,5.5874635
2,2023-08-27,14.59,15.0,25.65333557738017,0.99,3,211.11999999999998,16316,7.65696325
3,2023-08-27,15.6,15.6,47.83676222373443,0.99,3,237.93999999999997,12774,6.1905015
4,2023-08-27,15.12,15.12,47.35839460149701,0.99,2,240.84000000000003,11084,5.166421959
5,2023-08-27,15.18,15.18,67.32326360316821,0.99,4,286.28000000000003,12477,6.350187208
6,2023-08-27,15.24,15.24,55.064164362718344,0.99,4,286.4600000000001,12977,6.524451917
7,2023-08-27,15.30,15.30,21.84273193186496,0.99,5,361.5200000000001,17632,9.116617875
8,2023-08-27,15.36,15.36,26.438588082003772,0.99,3,209.92999999999998,14612,7.113108792
9,2023-08-27,15.43,15.43,19.953712351920334,0.99,3,215.15,17217,8.069274458
10,2023-08-27,15.49,15.49,17.334704054927403,0.99,3,212.37999999999997,17637,8.761663583
