i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-09,4.32,4.32,319.6759749133136,0.99,3,544.6000000000001,10145,8.206537178
2,2023-10-09,4.45,4.45,130.68998782275918,0.99,3,532.2,14086,11.253360993
3,2023-10-09,4.59,4.59,120.5934928783007,0.99,3,524.2,14247,11.451377325
4,2023-10-09,5.12,5.13,248.6508013743211,0.99,2,503.20000000000005,11702,9.481821058
5,2023-10-09,5.26,5.26,158.1880309324934,0.99,3,515.7,12822,10.128111674
6,2023-10-09,5.39,5.40,274.93999300229433,0.99,3,520.4000000000001,10429,9.809993192
7,2023-10-09,5.53,5.53,231.75879569030835,0.99,3,517.2,11916,9.530742826
8,2023-10-09,6.6,6.6,145.96716626495802,0.99,3,531.5,13798,11.01678338
9,2023-10-09,6.19,6.19,213.85419911023627,0.99,3,522.1999999999999,11593,10.581232966
10,2023-10-09,6.32,6.33,241.26562392270233,0.99,2,535.9000000000001,10589,8.55631608
11,2023-10-31,15.21,15.32,286.21812930733955,0.99,2,516.8,11096,683.350422817
12,2023-10-31,15.46,15.50,436.53489545484575,0.99,3,514.3000000000001,9233,238.917982089
13,2023-10-31,16.14,16.21,76.71982988292152,0.99,4,532.1999999999999,16553,422.669865367
14,2023-10-31,16.44,16.49,220.40030867829032,0.99,3,523.4000000000001,11100,304.390846266
15,2023-10-31,17.10,17.23,183.92709061988037,0.99,3,528.6,12584,769.330654069
16,2023-10-31,17.39,17.44,189.5571268442823,0.99,3,541.1999999999999,11602,319.317329975
17,2023-10-31,18.10,18.14,220.40030867829032,0.99,2,514.5999999999999,10635,288.837202882
18,2023-10-31,18.38,18.42,383.0685480342837,0.99,3,538.6,9678,266.827648931
19,2023-10-31,18.59,19.19,100.63692934827506,0.99,3,527.4000000000001,15433,1217.055927674
20,2023-10-31,19.27,19.32,227.14679565607122,0.99,2,513.8000000000002,11051,314.995552173
