i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-10-08,15.7,15.7,27.24787728525308,0.99,5,471.36,15846,51.642766547
2,2023-10-08,15.48,15.49,11.028087124957331,0.99,5,472.32000000000005,20000,65.438898381
3,2023-10-08,16.31,16.32,35.03102216979691,0.99,5,472.32000000000005,15873,52.234425937
4,2023-10-08,17.14,17.15,98.63425445424444,0.99,5,472.32000000000005,11221,37.726560049
5,2023-10-08,17.54,17.55,32.3246898475669,0.99,5,472.32000000000005,15661,50.636387332
6,2023-10-08,18.37,18.38,65.32369535089047,0.99,5,472.32000000000005,12350,44.081863996
7,2023-10-08,19.17,19.17,88.31102119317318,0.99,5,472.32000000000005,11750,37.157096988
8,2023-10-08,19.59,20.0,10.176108884243249,0.99,5,472.32000000000005,19338,64.179031339
9,2023-10-08,20.41,20.42,100.63692934827509,0.99,5,472.32000000000005,12301,39.439395596
10,2023-10-08,21.23,21.23,78.27755319143111,0.99,5,472.32000000000005,14036,46.798066601
11,2023-10-30,14.13,15.7,66.65003096713656,0.99,5,472.32000000000005,14226,3215.087268964
12,2023-10-30,15.34,16.13,78.2775531914312,0.99,5,472.32000000000005,12174,2357.525441954
13,2023-10-30,16.56,17.33,55.064164362718415,0.99,5,472.32000000000005,13140,2203.299866887
14,2023-10-30,18.18,19.7,85.68809555271474,0.99,5,472.32000000000005,12753,2923.395668
15,2023-10-30,19.38,20.15,90.10409263664235,0.99,5,472.32000000000005,10981,2228.792974996
16,2023-10-30,20.56,21.46,60.885952833798,0.99,5,472.32000000000005,12936,2972.570306496
17,2023-10-30,22.19,23.16,33.31415352130317,0.99,5,472.32000000000005,15301,3406.524782934
18,2023-10-31,23.38,0.16,50.81016551880539,0.99,5,472.32000000000005,14958,2301.59507433
19,2023-10-31,0.57,2.2,17.161357014378154,0.99,5,472.32000000000005,20000,3908.772372552
20,2023-10-31,2.15,3.3,91.93357069344174,0.99,5,472.32000000000005,11806,2875.143634773
