i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.49,17.49,58.48680335719454,0.99,5,400.90000000000026,15255,18.566649697
2,2023-08-05,18.3,18.3,189.5571268442822,0.99,5,347.80000000000024,10818,14.198810518
3,2023-08-05,18.17,18.17,150.43524343007482,0.99,5,357.3000000000002,10361,14.098819078
4,2023-08-05,18.31,18.32,70.7928159818784,0.99,4,290.90000000000003,12611,17.606165574
5,2023-08-05,18.44,18.44,40.32367311002228,0.99,4,300.10000000000014,13590,13.729279163
6,2023-08-05,18.55,18.55,150.43524343007476,0.99,5,347.8000000000003,10422,10.915065972
7,2023-08-05,19.7,19.7,92.86219261963804,0.99,5,347.8000000000003,12235,14.545060382
8,2023-08-05,19.20,19.20,79.86690459282848,0.99,4,304.9,11232,13.344551503
9,2023-08-05,19.31,19.32,59.077579148681366,0.99,4,287.3999999999995,13042,12.649817258
10,2023-08-05,19.44,19.44,34.33390482861797,0.99,4,306.70000000000016,15360,14.967409674
