i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.52,17.52,115.84162809085909,0.99,2,228.5,11003,13.41979605
2,2023-08-05,18.6,18.6,97.64791190970185,0.99,2,227.7,11047,11.543706422
3,2023-08-05,18.20,18.20,79.06823554690014,0.99,2,248.20000000000002,11903,13.882757642
4,2023-08-05,18.35,18.35,114.68321180995056,0.99,2,227.70000000000002,10429,9.867420824
5,2023-08-05,18.47,18.47,115.84162809085895,0.99,2,227.70000000000002,10193,9.488812533
6,2023-08-05,18.58,18.58,114.68321180995042,0.99,2,227.7,10482,9.684952622
7,2023-08-05,19.10,19.10,113.5363796918508,0.99,2,227.7,10258,10.806151889
8,2023-08-05,19.23,19.23,253.6994198289167,0.99,3,421.9999999999999,8781,9.930683169
9,2023-08-05,19.34,19.34,109.06259332183706,0.99,2,228.5,10592,9.530375166
10,2023-08-05,19.46,19.46,69.3840389438392,0.99,2,227.7,11903,10.646354871
