i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.59,18.0,6.739454161131866,0.99,4,521.1,20000,23.565466808
2,2023-08-05,18.13,18.13,61.500962458381835,0.99,4,491.1,12535,15.541640376
3,2023-08-05,18.27,18.27,94.7476712780719,0.99,4,444.40000000000003,10154,13.059976034
4,2023-08-05,18.40,18.41,120.59349287830072,0.99,5,504.2000000000001,9590,11.119640209
5,2023-08-05,18.52,18.53,492.48910872053904,0.99,4,510.80000000000007,7471,8.94076872
6,2023-08-05,19.4,19.4,73.6967624734133,0.99,4,521.1,13001,16.328372025
7,2023-08-05,19.16,19.16,310.1812787824132,0.99,4,521.1,8020,10.931068617
8,2023-08-05,19.28,19.29,40.3236731100223,0.99,4,426.4,12611,13.168080909
9,2023-08-05,19.40,19.40,35.03102216979687,0.99,4,419.0000000000001,16218,16.658139964
10,2023-08-05,19.52,19.52,55.06416436271845,0.99,4,521.1,12242,13.141734599
