i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.54,17.54,390.8463912195529,0.99,5,515.7,9110,12.775506143
2,2023-08-05,18.8,18.8,533.7219619841554,0.99,6,574.8000000000002,8615,11.290737043
3,2023-08-05,18.22,18.22,243.70265042697193,0.99,5,524.4000000000001,10265,14.483984754
4,2023-08-05,18.36,18.36,487.5642176333331,0.99,6,570.2000000000002,8540,10.279545944
5,2023-08-05,18.48,18.48,83.1430734267033,0.99,6,589.8999999999999,15240,16.869491177
6,2023-08-05,18.59,18.59,751.1357932086722,0.99,7,734.2,8241,9.614339443
7,2023-08-05,19.11,19.11,566.8966704435842,0.99,6,569.0,8088,11.348924554
8,2023-08-05,19.24,19.24,266.7740002701331,0.99,6,608.4,9885,11.490240707
9,2023-08-05,19.35,19.35,847.4149516500645,0.99,6,554.8000000000002,7095,8.226184275
10,2023-08-05,19.48,19.48,367.9741187982263,0.99,5,527.9000000000001,9292,10.328411932
