i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.2,18.3,156.6061506231684,0.99,5,707.1999999999998,12461,13.825118132
2,2023-08-05,18.16,18.16,201.33948332833634,0.99,5,464.20000000000005,12332,15.009977735
3,2023-08-05,18.31,18.31,258.85054568810955,0.99,6,761.0000000000007,12266,18.015325582
4,2023-08-05,18.44,18.44,218.19630559150733,0.99,4,485.9000000000002,11437,10.643193224
5,2023-08-05,18.55,18.55,297.95889877508375,0.99,6,837.2999999999997,12085,12.470357464
6,2023-08-05,19.7,19.7,106.89224771473235,0.99,5,628.9000000000001,14416,15.457882676
7,2023-08-05,19.19,19.20,123.0420292605863,0.99,4,412.5000000000002,13486,13.683412801
8,2023-08-05,19.31,19.31,137.42518950277326,0.99,6,726.0000000000003,13930,13.773339767
9,2023-08-05,19.43,19.43,67.32326360316817,0.99,5,641.1,16252,15.849499907
10,2023-08-05,19.55,19.55,98.6342544542444,0.99,5,537.6999999999998,14566,13.930551098
