i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.53,17.53,42.830083178787696,0.99,4,291.1999999999997,16824,19.830601033
2,2023-08-05,18.6,18.7,26.438588082003783,0.99,4,304.4999999999999,16630,17.491808962
3,2023-08-05,18.21,18.21,71.50789493119046,0.99,4,294.2000000000001,13056,16.732659008
4,2023-08-05,18.35,18.36,82.31164269243641,0.99,4,345.70000000000056,12437,12.013843119
5,2023-08-05,18.47,18.47,125.54028084949127,0.99,3,248.79999999999995,11966,10.763243483
6,2023-08-05,18.58,18.59,207.50251554246344,0.99,4,293.4999999999999,9471,9.084976622
7,2023-08-05,19.10,19.11,222.6265744225155,0.99,4,313.3000000000011,9474,10.763097974
8,2023-08-05,19.23,19.24,7.995146308824062,0.99,4,297.7999999999999,20000,22.312279161
9,2023-08-05,19.34,19.35,138.813322730074,0.99,3,252.0,10611,9.458458011
10,2023-08-05,19.47,19.47,12.694262191385084,0.99,4,297.79999999999995,20000,18.107295302
