i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,18.2,18.2,68.69019855440084,0.99,3,392.4000000000001,12017,12.355860718
2,2023-08-05,18.16,18.16,121.81160896798042,0.99,3,392.40000000000003,10868,12.817678565
3,2023-08-05,18.30,18.30,71.50789493119046,0.99,3,392.4000000000001,12243,15.4273112
4,2023-08-05,18.43,18.43,124.28487804099643,0.99,4,496.5000000000002,11460,11.445650819
5,2023-08-05,18.55,18.55,159.7858898308012,0.99,4,488.6,10956,10.479982811
6,2023-08-05,19.6,19.6,78.2775531914312,0.99,3,392.40000000000015,11724,12.573338265
7,2023-08-05,19.19,19.19,166.34036386513986,0.99,3,415.8000000000001,10256,11.126834665
8,2023-08-05,19.31,19.31,90.10409263664243,0.99,3,392.40000000000015,11264,10.344921746
9,2023-08-05,19.43,19.43,77.49477765951664,0.99,3,392.4000000000001,12936,11.504210536
10,2023-08-05,19.54,19.55,53.42870361698122,0.99,2,539.8000000000001,14644,13.825085047
