i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.56,17.57,280.5223885341231,0.99,8,715.0,13617,17.842808378
2,2023-08-05,18.9,18.10,33.65066012252846,0.99,8,723.3000000000002,20000,27.145383679
3,2023-08-05,18.24,18.24,700.1076444224329,0.99,7,663.1,9882,14.428200615
4,2023-08-05,18.38,18.38,1078.5777376718358,0.99,8,752.0,8428,10.556472551
5,2023-08-05,18.50,18.50,512.6911871313505,0.99,7,678.5,10165,11.727887815
6,2023-08-05,19.1,19.1,891.0870852320395,0.99,9,829.5000000000001,9855,12.166693782
7,2023-08-05,19.13,19.13,459.0320324600125,0.99,8,767.9999999999999,11779,16.016944457
8,2023-08-05,19.26,19.26,153.48968822576748,0.99,8,688.8000000000001,16365,18.848029929
9,2023-08-05,19.37,19.37,272.1905930722711,0.99,8,794.7,13902,16.658363713
10,2023-08-05,19.49,19.49,310.18127878241324,0.99,9,827.6,13824,17.116841988
