i,date,start,finish,T,alpha,num_vehi,obj,iter,time
1,2023-08-05,17.55,17.55,463.6687196565784,0.99,6,608.3,9738,12.314767491
2,2023-08-05,18.8,18.9,289.10922152256467,0.99,5,541.0,11707,14.397732987
3,2023-08-05,18.22,18.23,243.70265042697196,0.99,6,609.6999999999999,11019,16.153043453
4,2023-08-05,18.37,18.37,224.87532769951045,0.99,6,596.9000000000001,12637,14.268767247
5,2023-08-05,18.49,18.49,68.00329656885675,0.99,5,528.6000000000001,16279,18.656520359
6,2023-08-05,19.0,19.0,32.65120186622917,0.99,5,538.0,20000,20.257891284
7,2023-08-05,19.12,19.12,736.1881909238194,0.99,7,675.2,7692,10.604579794
8,2023-08-05,19.25,19.25,349.93972559783333,0.99,6,621.1,10729,12.610443458
9,2023-08-05,19.36,19.36,222.62657442251526,0.99,6,586.4000000000001,12238,13.244221365
10,2023-08-05,19.48,19.48,672.5206098026888,0.99,6,681.5999999999998,8021,9.573632494
